date,symbol,exchange,name
2020-01-02,512000,XSHG,券商ETF
2020-01-03,512000,XSHG,券商ETF
2020-01-06,512000,XSHG,券商ETF
2020-01-07,512980,XSHG,传媒ETF
2020-01-08,512000,XSHG,券商ETF
2020-01-09,512980,XSHG,传媒ETF
2020-01-10,510410,XSHG,资源ETF
2020-01-13,510410,XSHG,资源ETF
2020-01-14,512580,XSHG,环保ETF
2020-01-15,512980,XSHG,传媒ETF
2020-01-16,512400,XSHG,有色ETF
2020-01-17,512400,XSHG,有色ETF
2020-01-20,512480,XSHG,半导体
2020-01-21,159966,XSHE,创业板价值ETF华夏
2020-01-22,159966,XSHE,创业板价值ETF华夏
2020-01-23,159966,XSHE,创业板价值ETF华夏
2020-02-03,518880,XSHG,黄金ETF
2020-02-04,518880,XSHG,黄金ETF
2020-02-05,518880,XSHG,黄金ETF
2020-02-06,513100,XSHG,纳指ETF
2020-02-07,513100,XSHG,纳指ETF
2020-02-10,513100,XSHG,纳指ETF
2020-02-11,513100,XSHG,纳指ETF
2020-02-12,513100,XSHG,纳指ETF
2020-02-13,512170,XSHG,医疗ETF
2020-02-14,512170,XSHG,医疗ETF
2020-02-17,512170,XSHG,医疗ETF
2020-02-18,512170,XSHG,医疗ETF
2020-02-19,512170,XSHG,医疗ETF
2020-02-20,515070,XSHG,AI智能
2020-02-21,159949,XSHE,创业板50ETF华安
2020-02-24,159915,XSHE,创业板ETF易方达
2020-02-25,159915,XSHE,创业板ETF易方达
2020-02-26,512670,XSHG,国防ETF
2020-02-27,512670,XSHG,国防ETF
2020-02-28,518880,XSHG,黄金ETF
2020-03-03,159985,XSHE,豆粕ETF华夏
2020-03-04,159985,XSHE,豆粕ETF华夏
2020-03-05,159985,XSHE,豆粕ETF华夏
2020-03-06,515050,XSHG,5GETF
2020-03-09,512170,XSHG,医疗ETF
2020-03-11,518880,XSHG,黄金ETF
2020-03-18,159985,XSHE,豆粕ETF华夏
2020-03-20,159985,XSHE,豆粕ETF华夏
2020-03-25,159985,XSHE,豆粕ETF华夏
2020-03-26,159985,XSHE,豆粕ETF华夏
2020-03-27,159985,XSHE,豆粕ETF华夏
2020-03-30,159985,XSHE,豆粕ETF华夏
2020-03-31,159985,XSHE,豆粕ETF华夏
2020-04-03,159985,XSHE,豆粕ETF华夏
2020-04-14,512290,XSHG,生物医药
2020-04-15,512290,XSHG,生物医药
2020-04-16,512290,XSHG,生物医药
2020-04-17,512290,XSHG,生物医药
2020-04-20,512010,XSHG,医药ETF
2020-04-21,512170,XSHG,医疗ETF
2020-04-22,512170,XSHG,医疗ETF
2020-04-23,512170,XSHG,医疗ETF
2020-04-24,512170,XSHG,医疗ETF
2020-04-27,513100,XSHG,纳指ETF
2020-04-28,513100,XSHG,纳指ETF
2020-04-29,513100,XSHG,纳指ETF
2020-04-30,512290,XSHG,生物医药
2020-05-06,512690,XSHG,酒ETF
2020-05-07,159967,XSHE,创业板成长ETF华夏
2020-05-08,159967,XSHE,创业板成长ETF华夏
2020-05-11,512690,XSHG,酒ETF
2020-05-12,512690,XSHG,酒ETF
2020-05-13,512690,XSHG,酒ETF
2020-05-14,512690,XSHG,酒ETF
2020-05-15,513100,XSHG,纳指ETF
2020-05-18,513100,XSHG,纳指ETF
2020-05-19,513100,XSHG,纳指ETF
2020-05-20,512690,XSHG,酒ETF
2020-05-21,513100,XSHG,纳指ETF
2020-05-22,161226,XSHE,国投白银LOF
2020-05-25,161226,XSHE,国投白银LOF
2020-05-26,161226,XSHE,国投白银LOF
2020-05-27,161226,XSHE,国投白银LOF
2020-05-28,161226,XSHE,国投白银LOF
2020-05-29,161226,XSHE,国投白银LOF
2020-06-01,513520,XSHG,日经ETF
2020-06-02,512690,XSHG,酒ETF
2020-06-03,513030,XSHG,德国ETF
2020-06-04,161226,XSHE,国投白银LOF
2020-06-05,161226,XSHE,国投白银LOF
2020-06-08,161226,XSHE,国投白银LOF
2020-06-09,513000,XSHG,225ETF
2020-06-10,513000,XSHG,225ETF
2020-06-11,513000,XSHG,225ETF
2020-06-12,513520,XSHG,日经ETF
2020-06-15,513520,XSHG,日经ETF
2020-06-16,513030,XSHG,德国ETF
2020-06-17,513030,XSHG,德国ETF
2020-06-18,513030,XSHG,德国ETF
2020-06-19,512290,XSHG,生物医药
2020-06-22,512290,XSHG,生物医药
2020-06-23,159806,XSHE,新能源车ETF国泰
2020-06-24,159806,XSHE,新能源车ETF国泰
2020-06-29,513050,XSHG,中概互联
2020-06-30,159967,XSHE,创业板成长ETF华夏
2020-07-01,515000,XSHG,科技ETF
2020-07-02,515000,XSHG,科技ETF
2020-07-03,159991,XSHE,创业板大盘ETF招商
2020-07-06,512690,XSHG,酒ETF
2020-07-07,512220,XSHG,TMTETF
2020-07-08,512290,XSHG,生物医药
2020-07-09,159804,XSHE,创中盘88ETF国寿
2020-07-10,515570,XSHG,山证红利
2020-07-13,512890,XSHG,红利低波
2020-07-14,515110,XSHG,国企方达
2020-07-15,515110,XSHG,国企方达
2020-07-16,515690,XSHG,股息ETF
2020-07-17,161226,XSHE,国投白银LOF
2020-07-20,161226,XSHE,国投白银LOF
2020-07-21,159980,XSHE,有色ETF大成
2020-07-22,161226,XSHE,国投白银LOF
2020-07-23,512580,XSHG,环保ETF
2020-07-24,161226,XSHE,国投白银LOF
2020-07-27,513030,XSHG,德国ETF
2020-07-28,513030,XSHG,德国ETF
2020-07-29,159980,XSHE,有色ETF大成
2020-07-30,512010,XSHG,医药ETF
2020-07-31,512010,XSHG,医药ETF
2020-08-03,512010,XSHG,医药ETF
2020-08-04,512010,XSHG,医药ETF
2020-08-05,512010,XSHG,医药ETF
2020-08-06,512010,XSHG,医药ETF
2020-08-07,518880,XSHG,黄金ETF
2020-08-10,159992,XSHE,创新药ETF银华
2020-08-11,512290,XSHG,生物医药
2020-08-12,513030,XSHG,德国ETF
2020-08-14,513500,XSHG,标普500
2020-08-17,513500,XSHG,标普500
2020-08-18,159996,XSHE,家电ETF国泰
2020-08-19,159996,XSHE,家电ETF国泰
2020-08-20,513100,XSHG,纳指ETF
2020-08-21,513100,XSHG,纳指ETF
2020-08-24,513500,XSHG,标普500
2020-08-25,513100,XSHG,纳指ETF
2020-08-26,512040,XSHG,国信价值
2020-08-27,513100,XSHG,纳指ETF
2020-08-28,513500,XSHG,标普500
2020-08-31,513500,XSHG,标普500
2020-09-01,513500,XSHG,标普500
2020-09-02,512690,XSHG,酒ETF
2020-09-03,512690,XSHG,酒ETF
2020-09-04,159980,XSHE,有色ETF大成
2020-09-07,159980,XSHE,有色ETF大成
2020-09-08,159980,XSHE,有色ETF大成
2020-09-09,159985,XSHE,豆粕ETF华夏
2020-09-10,159985,XSHE,豆粕ETF华夏
2020-09-11,159985,XSHE,豆粕ETF华夏
2020-09-14,513030,XSHG,德国ETF
2020-09-15,513100,XSHG,纳指ETF
2020-09-16,513100,XSHG,纳指ETF
2020-09-17,159985,XSHE,豆粕ETF华夏
2020-09-18,159985,XSHE,豆粕ETF华夏
2020-09-21,159985,XSHE,豆粕ETF华夏
2020-09-22,159985,XSHE,豆粕ETF华夏
2020-09-23,159985,XSHE,豆粕ETF华夏
2020-09-24,159985,XSHE,豆粕ETF华夏
2020-09-28,513520,XSHG,日经ETF
2020-09-29,513520,XSHG,日经ETF
2020-09-30,513520,XSHG,日经ETF
2020-10-09,513520,XSHG,日经ETF
2020-10-12,159985,XSHE,豆粕ETF华夏
2020-10-14,159806,XSHE,新能源车ETF国泰
2020-10-15,159806,XSHE,新能源车ETF国泰
2020-10-16,159806,XSHE,新能源车ETF国泰
2020-10-19,159806,XSHE,新能源车ETF国泰
2020-10-20,159806,XSHE,新能源车ETF国泰
2020-10-21,159806,XSHE,新能源车ETF国泰
2020-10-22,159806,XSHE,新能源车ETF国泰
2020-10-23,159985,XSHE,豆粕ETF华夏
2020-10-26,159985,XSHE,豆粕ETF华夏
2020-10-28,159980,XSHE,有色ETF大成
2020-10-30,159806,XSHE,新能源车ETF国泰
2020-11-03,159980,XSHE,有色ETF大成
2020-11-04,515700,XSHG,新能车
2020-11-05,512690,XSHG,酒ETF
2020-11-06,512690,XSHG,酒ETF
2020-11-09,159996,XSHE,家电ETF国泰
2020-11-10,159996,XSHE,家电ETF国泰
2020-11-11,159996,XSHE,家电ETF国泰
2020-11-12,159996,XSHE,家电ETF国泰
2020-11-13,159996,XSHE,家电ETF国泰
2020-11-16,513520,XSHG,日经ETF
2020-11-17,513520,XSHG,日经ETF
2020-11-18,513520,XSHG,日经ETF
2020-11-19,513520,XSHG,日经ETF
2020-11-20,513520,XSHG,日经ETF
2020-11-23,512690,XSHG,酒ETF
2020-11-24,510410,XSHG,资源ETF
2020-11-25,515220,XSHG,煤炭ETF
2020-11-26,513520,XSHG,日经ETF
2020-11-27,513520,XSHG,日经ETF
2020-11-30,513520,XSHG,日经ETF
2020-12-01,513520,XSHG,日经ETF
2020-12-02,515220,XSHG,煤炭ETF
2020-12-03,515220,XSHG,煤炭ETF
2020-12-04,510410,XSHG,资源ETF
2020-12-07,510410,XSHG,资源ETF
2020-12-08,159981,XSHE,能源化工ETF建信
2020-12-09,512670,XSHG,国防ETF
2020-12-10,513520,XSHG,日经ETF
2020-12-11,513030,XSHG,德国ETF
2020-12-14,159980,XSHE,有色ETF大成
2020-12-15,159980,XSHE,有色ETF大成
2020-12-16,159980,XSHE,有色ETF大成
2020-12-17,159980,XSHE,有色ETF大成
2020-12-18,159981,XSHE,能源化工ETF建信
2020-12-21,159981,XSHE,能源化工ETF建信
2020-12-22,512690,XSHG,酒ETF
2020-12-23,159967,XSHE,创业板成长ETF华夏
2020-12-24,512690,XSHG,酒ETF
2020-12-25,515030,XSHG,新汽车
2020-12-28,512690,XSHG,酒ETF
2020-12-29,512010,XSHG,医药ETF
2020-12-30,512010,XSHG,医药ETF
2020-12-31,159967,XSHE,创业板成长ETF华夏
2021-01-04,512770,XSHG,战略新兴
2021-01-05,159814,XSHE,创业大盘ETF西部利得
2021-01-06,159814,XSHE,创业大盘ETF西部利得
2021-01-07,159814,XSHE,创业大盘ETF西部利得
2021-01-08,512010,XSHG,医药ETF
2021-01-11,159928,XSHE,消费ETF汇添富
2021-01-12,159985,XSHE,豆粕ETF华夏
2021-01-13,159915,XSHE,创业板ETF易方达
2021-01-14,159915,XSHE,创业板ETF易方达
2021-01-15,159991,XSHE,创业板大盘ETF招商
2021-01-18,501018,XSHG,南方原油
2021-01-19,159949,XSHE,创业板50ETF华安
2021-01-20,501018,XSHG,南方原油
2021-01-21,501018,XSHG,南方原油
2021-01-22,159991,XSHE,创业板大盘ETF招商
2021-01-25,159822,XSHE,新经济ETF银华
2021-01-26,159995,XSHE,芯片ETF华夏
2021-01-27,512770,XSHG,战略新兴
2021-01-28,512770,XSHG,战略新兴
2021-02-02,513100,XSHG,纳指ETF
2021-02-03,501018,XSHG,南方原油
2021-02-04,513100,XSHG,纳指ETF
2021-02-05,513100,XSHG,纳指ETF
2021-02-08,501018,XSHG,南方原油
2021-02-09,513050,XSHG,中概互联
2021-02-10,513050,XSHG,中概互联
2021-02-18,159822,XSHE,新经济ETF银华
2021-02-19,159822,XSHE,新经济ETF银华
2021-02-22,501018,XSHG,南方原油
2021-02-23,159825,XSHE,农业ETF富国
2021-02-24,501018,XSHG,南方原油
2021-02-25,501018,XSHG,南方原油
2021-02-26,159980,XSHE,有色ETF大成
2021-03-01,159980,XSHE,有色ETF大成
2021-03-02,513500,XSHG,标普500
2021-03-03,513500,XSHG,标普500
2021-03-10,501018,XSHG,南方原油
2021-03-11,501018,XSHG,南方原油
2021-03-12,501018,XSHG,南方原油
2021-03-15,501018,XSHG,南方原油
2021-03-16,501018,XSHG,南方原油
2021-03-17,501018,XSHG,南方原油
2021-03-18,513030,XSHG,德国ETF
2021-03-19,515210,XSHG,钢铁ETF
2021-03-22,159980,XSHE,有色ETF大成
2021-03-26,513030,XSHG,德国ETF
2021-03-29,513030,XSHG,德国ETF
2021-03-30,513030,XSHG,德国ETF
2021-03-31,513030,XSHG,德国ETF
2021-04-01,513030,XSHG,德国ETF
2021-04-02,513030,XSHG,德国ETF
2021-04-06,513030,XSHG,德国ETF
2021-04-07,513030,XSHG,德国ETF
2021-04-08,513500,XSHG,标普500
2021-04-09,513090,XSHG,香港证券
2021-04-12,513100,XSHG,纳指ETF
2021-04-13,513100,XSHG,纳指ETF
2021-04-14,513100,XSHG,纳指ETF
2021-04-15,513100,XSHG,纳指ETF
2021-04-16,513100,XSHG,纳指ETF
2021-04-19,513100,XSHG,纳指ETF
2021-04-20,512690,XSHG,酒ETF
2021-04-21,512690,XSHG,酒ETF
2021-04-22,512690,XSHG,酒ETF
2021-04-23,512690,XSHG,酒ETF
2021-04-26,512690,XSHG,酒ETF
2021-04-27,512690,XSHG,酒ETF
2021-04-28,512690,XSHG,酒ETF
2021-04-29,159967,XSHE,创业板成长ETF华夏
2021-04-30,159967,XSHE,创业板成长ETF华夏
2021-05-06,159949,XSHE,创业板50ETF华安
2021-05-07,159980,XSHE,有色ETF大成
2021-05-10,161226,XSHE,国投白银LOF
2021-05-11,161226,XSHE,国投白银LOF
2021-05-12,159980,XSHE,有色ETF大成
2021-05-13,159980,XSHE,有色ETF大成
2021-05-14,518880,XSHG,黄金ETF
2021-05-17,516080,XSHG,创新医药
2021-05-18,516080,XSHG,创新医药
2021-05-19,516080,XSHG,创新医药
2021-05-20,516080,XSHG,创新医药
2021-05-21,516080,XSHG,创新医药
2021-05-24,516080,XSHG,创新医药
2021-05-25,516080,XSHG,创新医药
2021-05-26,516080,XSHG,创新医药
2021-05-27,512690,XSHG,酒ETF
2021-05-28,512690,XSHG,酒ETF
2021-05-31,515700,XSHG,新能车
2021-06-01,515700,XSHG,新能车
2021-06-02,515030,XSHG,新汽车
2021-06-03,512670,XSHG,国防ETF
2021-06-04,501018,XSHG,南方原油
2021-06-07,512690,XSHG,酒ETF
2021-06-08,501018,XSHG,南方原油
2021-06-09,501018,XSHG,南方原油
2021-06-10,501018,XSHG,南方原油
2021-06-11,159995,XSHE,芯片ETF华夏
2021-06-15,513520,XSHG,日经ETF
2021-06-16,501018,XSHG,南方原油
2021-06-17,501018,XSHG,南方原油
2021-06-18,513520,XSHG,日经ETF
2021-06-21,501018,XSHG,南方原油
2021-06-22,501018,XSHG,南方原油
2021-06-23,501018,XSHG,南方原油
2021-06-24,501018,XSHG,南方原油
2021-06-25,159804,XSHE,创中盘88ETF国寿
2021-06-28,159804,XSHE,创中盘88ETF国寿
2021-06-29,516590,XSHG,电动汽车
2021-06-30,515790,XSHG,光伏ETF
2021-07-01,516590,XSHG,电动汽车
2021-07-02,159885,XSHE,碳中和ETF鹏华
2021-07-05,501018,XSHG,南方原油
2021-07-06,501018,XSHG,南方原油
2021-07-07,513100,XSHG,纳指ETF
2021-07-08,513100,XSHG,纳指ETF
2021-07-09,513500,XSHG,标普500
2021-07-12,513100,XSHG,纳指ETF
2021-07-13,516960,XSHG,机械ETF
2021-07-14,516960,XSHG,机械ETF
2021-07-15,516800,XSHG,智能制造ETF
2021-07-16,516960,XSHG,机械ETF
2021-07-19,159980,XSHE,有色ETF大成
2021-07-20,518880,XSHG,黄金ETF
2021-07-21,159985,XSHE,豆粕ETF华夏
2021-07-22,510410,XSHG,资源ETF
2021-07-23,159885,XSHE,碳中和ETF鹏华
2021-07-26,159980,XSHE,有色ETF大成
2021-07-27,159980,XSHE,有色ETF大成
2021-07-28,159980,XSHE,有色ETF大成
2021-07-29,159980,XSHE,有色ETF大成
2021-07-30,159980,XSHE,有色ETF大成
2021-08-02,159980,XSHE,有色ETF大成
2021-08-03,512670,XSHG,国防ETF
2021-08-04,512670,XSHG,国防ETF
2021-08-05,516660,XSHG,新能汽车
2021-08-06,512710,XSHG,军工龙头
2021-08-09,512710,XSHG,军工龙头
2021-08-10,516800,XSHG,智能制造ETF
2021-08-11,516320,XSHG,装备ETF
2021-08-12,516320,XSHG,装备ETF
2021-08-13,516320,XSHG,装备ETF
2021-08-16,513500,XSHG,标普500
2021-08-17,513500,XSHG,标普500
2021-08-18,513500,XSHG,标普500
2021-08-23,513500,XSHG,标普500
2021-08-24,513500,XSHG,标普500
2021-08-25,512670,XSHG,国防ETF
2021-08-26,515220,XSHG,煤炭ETF
2021-08-27,513500,XSHG,标普500
2021-08-30,513500,XSHG,标普500
2021-08-31,510170,XSHG,商品ETF
2021-09-01,513100,XSHG,纳指ETF
2021-09-02,513500,XSHG,标普500
2021-09-03,513100,XSHG,纳指ETF
2021-09-06,513100,XSHG,纳指ETF
2021-09-07,510880,XSHG,红利ETF
2021-09-08,510880,XSHG,红利ETF
2021-09-09,516780,XSHG,稀土ETF
2021-09-10,516780,XSHG,稀土ETF
2021-09-13,512400,XSHG,有色ETF
2021-09-14,512400,XSHG,有色ETF
2021-09-15,516950,XSHG,基建ETF
2021-09-16,513520,XSHG,日经ETF
2021-09-17,513520,XSHG,日经ETF
2021-09-22,501018,XSHG,南方原油
2021-09-23,501018,XSHG,南方原油
2021-09-24,501018,XSHG,南方原油
2021-09-27,501018,XSHG,南方原油
2021-09-29,501018,XSHG,南方原油
2021-09-30,501018,XSHG,南方原油
2021-10-08,501018,XSHG,南方原油
2021-10-11,501018,XSHG,南方原油
2021-10-12,501018,XSHG,南方原油
2021-10-13,501018,XSHG,南方原油
2021-10-14,501018,XSHG,南方原油
2021-10-15,501018,XSHG,南方原油
2021-10-18,516670,XSHG,畜牧养殖
2021-10-20,159865,XSHE,养殖ETF国泰
2021-10-21,512600,XSHG,必选消费
2021-10-22,501018,XSHG,南方原油
2021-10-25,501018,XSHG,南方原油
2021-10-26,501018,XSHG,南方原油
2021-10-27,501018,XSHG,南方原油
2021-10-28,516590,XSHG,电动汽车
2021-10-29,513500,XSHG,标普500
2021-11-01,516590,XSHG,电动汽车
2021-11-02,516590,XSHG,电动汽车
2021-11-03,159720,XSHE,智能车ETF泰康
2021-11-04,159720,XSHE,智能车ETF泰康
2021-11-05,516590,XSHG,电动汽车
2021-11-08,516590,XSHG,电动汽车
2021-11-09,516380,XSHG,智能电车
2021-11-10,159720,XSHE,智能车ETF泰康
2021-11-11,512670,XSHG,国防ETF
2021-11-12,512660,XSHG,军工ETF
2021-11-15,512660,XSHG,军工ETF
2021-11-16,512660,XSHG,军工ETF
2021-11-17,159786,XSHE,VRETF银华
2021-11-18,159786,XSHE,VRETF银华
2021-11-19,513100,XSHG,纳指ETF
2021-11-22,159786,XSHE,VRETF银华
2021-11-23,159786,XSHE,VRETF银华
2021-11-24,159786,XSHE,VRETF银华
2021-11-25,159786,XSHE,VRETF银华
2021-11-26,159786,XSHE,VRETF银华
2021-11-29,159786,XSHE,VRETF银华
2021-11-30,516150,XSHG,稀土基金
2021-12-01,516150,XSHG,稀土基金
2021-12-02,561800,XSHG,稀金属
2021-12-03,159985,XSHE,豆粕ETF华夏
2021-12-06,561800,XSHG,稀金属
2021-12-08,159980,XSHE,有色ETF大成
2021-12-09,516780,XSHG,稀土ETF
2021-12-10,516780,XSHG,稀土ETF
2021-12-13,512690,XSHG,酒ETF
2021-12-14,512690,XSHG,酒ETF
2021-12-15,512690,XSHG,酒ETF
2021-12-16,515170,XSHG,食品饮料
2021-12-17,512690,XSHG,酒ETF
2021-12-20,159985,XSHE,豆粕ETF华夏
2021-12-21,159985,XSHE,豆粕ETF华夏
2021-12-22,159980,XSHE,有色ETF大成
2021-12-23,159985,XSHE,豆粕ETF华夏
2021-12-24,159985,XSHE,豆粕ETF华夏
2021-12-27,159985,XSHE,豆粕ETF华夏
2021-12-28,159985,XSHE,豆粕ETF华夏
2021-12-29,159855,XSHE,影视ETF银华
2021-12-30,159985,XSHE,豆粕ETF华夏
2021-12-31,513500,XSHG,标普500
2022-01-04,512980,XSHG,传媒ETF
2022-01-05,501018,XSHG,南方原油
2022-01-06,501018,XSHG,南方原油
2022-01-07,159980,XSHE,有色ETF大成
2022-01-10,501018,XSHG,南方原油
2022-01-11,501018,XSHG,南方原油
2022-01-12,501018,XSHG,南方原油
2022-01-13,501018,XSHG,南方原油
2022-01-14,501018,XSHG,南方原油
2022-01-17,159980,XSHE,有色ETF大成
2022-01-18,501018,XSHG,南方原油
2022-01-19,501018,XSHG,南方原油
2022-01-20,501018,XSHG,南方原油
2022-01-21,501018,XSHG,南方原油
2022-01-24,501018,XSHG,南方原油
2022-01-25,518880,XSHG,黄金ETF
2022-01-26,501018,XSHG,南方原油
2022-01-27,501018,XSHG,南方原油
2022-01-28,501018,XSHG,南方原油
2022-02-07,501018,XSHG,南方原油
2022-02-08,501018,XSHG,南方原油
2022-02-09,501018,XSHG,南方原油
2022-02-10,501018,XSHG,南方原油
2022-02-11,159985,XSHE,豆粕ETF华夏
2022-02-14,159985,XSHE,豆粕ETF华夏
2022-02-15,159985,XSHE,豆粕ETF华夏
2022-02-16,159980,XSHE,有色ETF大成
2022-02-17,159766,XSHE,旅游ETF富国
2022-02-18,501018,XSHG,南方原油
2022-02-21,501018,XSHG,南方原油
2022-02-22,501018,XSHG,南方原油
2022-02-23,501018,XSHG,南方原油
2022-02-24,159608,XSHE,稀有金属ETF广发
2022-02-25,501018,XSHG,南方原油
2022-02-28,501018,XSHG,南方原油
2022-03-01,501018,XSHG,南方原油
2022-03-02,501018,XSHG,南方原油
2022-03-03,518880,XSHG,黄金ETF
2022-03-04,159985,XSHE,豆粕ETF华夏
2022-03-07,159985,XSHE,豆粕ETF华夏
2022-03-08,518880,XSHG,黄金ETF
2022-03-09,159985,XSHE,豆粕ETF华夏
2022-03-10,159985,XSHE,豆粕ETF华夏
2022-03-11,159985,XSHE,豆粕ETF华夏
2022-03-14,159985,XSHE,豆粕ETF华夏
2022-03-15,159985,XSHE,豆粕ETF华夏
2022-03-16,159985,XSHE,豆粕ETF华夏
2022-03-17,159985,XSHE,豆粕ETF华夏
2022-03-18,159985,XSHE,豆粕ETF华夏
2022-03-21,159985,XSHE,豆粕ETF华夏
2022-03-22,159985,XSHE,豆粕ETF华夏
2022-03-23,159985,XSHE,豆粕ETF华夏
2022-03-24,159985,XSHE,豆粕ETF华夏
2022-03-25,159985,XSHE,豆粕ETF华夏
2022-03-28,159985,XSHE,豆粕ETF华夏
2022-03-29,513100,XSHG,纳指ETF
2022-03-30,513100,XSHG,纳指ETF
2022-03-31,513100,XSHG,纳指ETF
2022-04-01,513100,XSHG,纳指ETF
2022-04-06,513100,XSHG,纳指ETF
2022-04-15,159980,XSHE,有色ETF大成
2022-04-18,159980,XSHE,有色ETF大成
2022-04-19,159980,XSHE,有色ETF大成
2022-04-20,159980,XSHE,有色ETF大成
2022-04-21,518880,XSHG,黄金ETF
2022-04-22,159980,XSHE,有色ETF大成
2022-04-29,518880,XSHG,黄金ETF
2022-05-09,501018,XSHG,南方原油
2022-05-13,501018,XSHG,南方原油
2022-05-16,501018,XSHG,南方原油
2022-05-17,501018,XSHG,南方原油
2022-05-18,501018,XSHG,南方原油
2022-05-19,501018,XSHG,南方原油
2022-05-20,501018,XSHG,南方原油
2022-05-23,512670,XSHG,国防ETF
2022-05-24,515790,XSHG,光伏ETF
2022-05-25,501018,XSHG,南方原油
2022-05-26,501018,XSHG,南方原油
2022-05-27,501018,XSHG,南方原油
2022-05-30,501018,XSHG,南方原油
2022-05-31,159755,XSHE,电池ETF广发
2022-06-01,516590,XSHG,电动汽车
2022-06-02,515220,XSHG,煤炭ETF
2022-06-06,515220,XSHG,煤炭ETF
2022-06-07,516520,XSHG,智能驾驶
2022-06-08,516520,XSHG,智能驾驶
2022-06-09,159886,XSHE,机械ETF富国
2022-06-10,159886,XSHE,机械ETF富国
2022-06-13,159761,XSHE,新材料ETF国泰
2022-06-14,159761,XSHE,新材料ETF国泰
2022-06-15,159761,XSHE,新材料ETF国泰
2022-06-16,159761,XSHE,新材料ETF国泰
2022-06-17,159886,XSHE,机械ETF富国
2022-06-20,159790,XSHE,碳中和ETF华夏
2022-06-21,159790,XSHE,碳中和ETF华夏
2022-06-22,159790,XSHE,碳中和ETF华夏
2022-06-23,159790,XSHE,碳中和ETF华夏
2022-06-24,159915,XSHE,创业板ETF易方达
2022-06-27,159605,XSHE,中概互联ETF广发
2022-06-28,159605,XSHE,中概互联ETF广发
2022-06-29,159605,XSHE,中概互联ETF广发
2022-06-30,512690,XSHG,酒ETF
2022-07-01,159814,XSHE,创业大盘ETF西部利得
2022-07-04,159967,XSHE,创业板成长ETF华夏
2022-07-05,159967,XSHE,创业板成长ETF华夏
2022-07-06,159790,XSHE,碳中和ETF华夏
2022-07-12,513100,XSHG,纳指ETF
2022-07-13,513500,XSHG,标普500
2022-07-15,513100,XSHG,纳指ETF
2022-07-18,513100,XSHG,纳指ETF
2022-07-19,513100,XSHG,纳指ETF
2022-07-20,513500,XSHG,标普500
2022-07-21,513100,XSHG,纳指ETF
2022-07-22,513100,XSHG,纳指ETF
2022-07-25,513100,XSHG,纳指ETF
2022-07-26,513100,XSHG,纳指ETF
2022-07-27,513100,XSHG,纳指ETF
2022-07-28,513100,XSHG,纳指ETF
2022-07-29,513100,XSHG,纳指ETF
2022-08-01,513100,XSHG,纳指ETF
2022-08-02,513500,XSHG,标普500
2022-08-03,513100,XSHG,纳指ETF
2022-08-04,513100,XSHG,纳指ETF
2022-08-05,513100,XSHG,纳指ETF
2022-08-08,513100,XSHG,纳指ETF
2022-08-09,513100,XSHG,纳指ETF
2022-08-10,513100,XSHG,纳指ETF
2022-08-11,513100,XSHG,纳指ETF
2022-08-12,588100,XSHG,科创信息
2022-08-15,588100,XSHG,科创信息
2022-08-16,588100,XSHG,科创信息
2022-08-17,588100,XSHG,科创信息
2022-08-18,588100,XSHG,科创信息
2022-08-19,588100,XSHG,科创信息
2022-08-22,513500,XSHG,标普500
2022-08-23,159786,XSHE,VRETF银华
2022-08-24,515220,XSHG,煤炭ETF
2022-08-25,159985,XSHE,豆粕ETF华夏
2022-08-26,159985,XSHE,豆粕ETF华夏
2022-08-29,159985,XSHE,豆粕ETF华夏
2022-08-30,518880,XSHG,黄金ETF
2022-08-31,159985,XSHE,豆粕ETF华夏
2022-09-02,159985,XSHE,豆粕ETF华夏
2022-09-05,159985,XSHE,豆粕ETF华夏
2022-09-07,159985,XSHE,豆粕ETF华夏
2022-09-08,159985,XSHE,豆粕ETF华夏
2022-09-09,159985,XSHE,豆粕ETF华夏
2022-09-13,159768,XSHE,房地产ETF银华
2022-09-14,159768,XSHE,房地产ETF银华
