date,log_date,time,target,target_raw,top10_raw,top1
2020-02-25,2020-02-25,13:10:00,159915,159915.XSHE,"159915.XSHE:4.5354,512170.XSHG:4.1380,159967.XSHE:4.0987,512670.XSHG:2.4418,512660.XSHG:1.7906,518880.XSHG:0.9629,161226.XSHE:0.3936",159915
2020-02-26,2020-02-26,13:10:00,159967,159967.XSHE,"159967.XSHE:4.8342,512670.XSHG:4.0841,512170.XSHG:4.0600,512660.XSHG:3.1470,518880.XSHG:1.0364,161226.XSHE:0.3928",159967
2020-02-27,2020-02-27,13:10:00,512670,512670.XSHG,"512670.XSHG:4.5470,512660.XSHG:3.3899,512710.XSHG:1.3233,518880.XSHG:1.1269,161226.XSHE:0.4350",512670
2020-02-28,2020-02-28,13:10:00,518880,518880.XSHG,"518880.XSHG:1.1285,161226.XSHE:0.3419",518880
2020-03-02,2020-03-02,13:10:00,511880,511880.XSHG,,
2020-03-03,2020-03-03,13:10:00,159985,159985.XSHE,159985.XSHE:0.0019,159985
2020-03-04,2020-03-04,13:10:00,159985,159985.XSHE,159985.XSHE:0.0184,159985
2020-03-05,2020-03-05,13:10:00,159985,159985.XSHE,159985.XSHE:0.0545,159985
2020-03-06,2020-03-06,13:10:00,515050,515050.XSHG,"515050.XSHG:4.8364,512670.XSHG:3.5661,512170.XSHG:3.3372,512100.XSHG:3.2039,512660.XSHG:2.6446,159967.XSHE:2.2207,512710.XSHG:1.8920,512200.XSHG:1.7532,159915.XSHE:1.5292,159928.XSHE:1.4954",515050
2020-03-09,2020-03-09,13:10:00,512170,512170.XSHG,"512170.XSHG:2.9253,512200.XSHG:1.8918,159928.XSHE:1.3907,510300.XSHG:0.5045,510880.XSHG:0.4383,518880.XSHG:0.4284",512170
2020-03-10,2020-03-10,13:10:00,511880,511880.XSHG,,
2020-03-11,2020-03-11,13:10:00,518880,518880.XSHG,518880.XSHG:0.3615,518880
2020-03-12,2020-03-12,13:10:00,511880,511880.XSHG,,
2020-03-13,2020-03-13,13:10:00,511880,511880.XSHG,,
2020-03-16,2020-03-16,13:10:00,159985,159985.XSHE,159985.XSHE:0.0180,159985
2020-03-17,2020-03-17,13:10:00,159985,159985.XSHE,159985.XSHE:0.0108,159985
2020-03-18,2020-03-18,13:10:00,159985,159985.XSHE,159985.XSHE:0.0201,159985
2020-03-19,2020-03-19,13:10:00,511880,511880.XSHG,,
2020-03-20,2020-03-20,13:10:00,159985,159985.XSHE,159985.XSHE:0.0198,159985
2020-03-23,2020-03-23,13:10:00,159985,159985.XSHE,159985.XSHE:0.0914,159985
2020-03-24,2020-03-24,13:10:00,159985,159985.XSHE,159985.XSHE:0.2407,159985
2020-03-25,2020-03-25,13:10:00,159985,159985.XSHE,159985.XSHE:0.4341,159985
2020-03-26,2020-03-26,13:10:00,159985,159985.XSHE,159985.XSHE:0.5934,159985
2020-03-27,2020-03-27,13:10:00,159985,159985.XSHE,159985.XSHE:0.6986,159985
2020-03-30,2020-03-30,13:10:00,159985,159985.XSHE,159985.XSHE:0.9689,159985
2020-03-31,2020-03-31,13:10:00,159985,159985.XSHE,159985.XSHE:1.0282,159985
2020-04-01,2020-04-01,13:10:00,511880,511880.XSHG,,
2020-04-02,2020-04-02,13:10:00,511880,511880.XSHG,,
2020-04-03,2020-04-03,13:10:00,159985,159985.XSHE,159985.XSHE:0.4445,159985
2020-04-07,2020-04-07,13:10:00,511880,511880.XSHG,,
2020-04-08,2020-04-08,13:10:00,511880,511880.XSHG,,
2020-04-09,2020-04-09,13:10:00,511880,511880.XSHG,,
2020-04-10,2020-04-10,13:10:00,511880,511880.XSHG,,
2020-04-13,2020-04-13,13:10:00,511880,511880.XSHG,,
2020-04-14,2020-04-14,13:10:00,512010,512010.XSHG,512010.XSHG:0.8353,512010
2020-04-15,2020-04-15,13:10:00,512010,512010.XSHG,"512010.XSHG:1.4819,159928.XSHE:0.9055,518880.XSHG:0.6138",512010
2020-04-16,2020-04-16,13:10:00,512010,512010.XSHG,"512010.XSHG:2.3085,159928.XSHE:1.2885,512170.XSHG:1.2212,518880.XSHG:0.8545",512010
2020-04-17,2020-04-17,13:10:00,512010,512010.XSHG,"512010.XSHG:3.1259,512170.XSHG:2.2541,159928.XSHE:2.0049,513520.XSHG:1.9859,512690.XSHG:1.2428,518880.XSHG:1.2102,159967.XSHE:0.9495,510900.XSHG:0.7992,513500.XSHG:0.6445,501018.XSHG:0.5021",512010
2020-04-20,2020-04-20,13:10:00,512010,512010.XSHG,"512010.XSHG:3.3958,512170.XSHG:3.2933,513520.XSHG:2.8976,159928.XSHE:2.3329,513030.XSHG:2.1546,512690.XSHG:1.7741,159967.XSHE:1.5367,518880.XSHG:1.3001,513500.XSHG:1.2552,510900.XSHG:1.0269",512010
2020-04-21,2020-04-21,13:10:00,512170,512170.XSHG,"512170.XSHG:3.9100,513520.XSHG:3.0926,512010.XSHG:3.0598,513030.XSHG:2.9387,159928.XSHE:2.3027,512690.XSHG:2.0291,159967.XSHE:2.0238,513500.XSHG:1.6125,518880.XSHG:1.2648,161226.XSHE:1.1586",512170
2020-04-22,2020-04-22,13:10:00,512170,512170.XSHG,"512170.XSHG:4.2543,512010.XSHG:2.9062,513030.XSHG:2.8023,513520.XSHG:2.4524,159928.XSHE:2.4103,512690.XSHG:2.3571,159967.XSHE:2.1976,513500.XSHG:1.6069,159949.XSHE:1.2176,518880.XSHG:1.1257",512170
2020-04-23,2020-04-23,13:10:00,512170,512170.XSHG,"512170.XSHG:4.6164,512010.XSHG:2.8582,513030.XSHG:2.8477,512690.XSHG:2.6077,159928.XSHE:2.5102,159967.XSHE:2.3886,513520.XSHG:2.1023,513500.XSHG:1.7201,159949.XSHE:1.5334,159915.XSHE:1.2733",512170
2020-04-24,2020-04-24,13:10:00,512170,512170.XSHG,"512170.XSHG:3.9695,512690.XSHG:2.6919,159928.XSHE:2.3722,512010.XSHG:2.3541,159967.XSHE:2.1189,513030.XSHG:2.0458,513520.XSHG:1.5886,159949.XSHE:1.4341,513500.XSHG:1.4231,513100.XSHG:1.3052",512170
2020-04-27,2020-04-27,13:10:00,513100,513100.XSHG,"513100.XSHG:1.7056,513500.XSHG:1.4457,513520.XSHG:1.4359,159980.XSHE:1.1908,161226.XSHE:0.9552,518880.XSHG:0.7974",513100
2020-04-28,2020-04-28,13:10:00,513100,513100.XSHG,"513100.XSHG:2.5920,513500.XSHG:1.5035,513520.XSHG:1.2885,159980.XSHE:1.2216,513030.XSHG:1.1612",513100
2020-04-29,2020-04-29,13:10:00,513100,513100.XSHG,"513100.XSHG:3.4739,512170.XSHG:2.4447,512690.XSHG:2.2224,159928.XSHE:1.9437,159967.XSHE:1.8594,512010.XSHG:1.4854,159949.XSHE:1.4697,513500.XSHG:1.4600,513520.XSHG:1.2915,159980.XSHE:1.0926",513100
2020-04-30,2020-04-30,13:10:00,512690,512690.XSHG,"512690.XSHG:2.0371,159967.XSHE:1.7583,512170.XSHG:1.7317,513500.XSHG:1.5765,159928.XSHE:1.5694,159949.XSHE:1.5130,513520.XSHG:1.3784,512010.XSHG:1.0957,159915.XSHE:1.0754,513030.XSHG:1.0506",512690
2020-05-06,2020-05-06,13:10:00,512690,512690.XSHG,"512690.XSHG:2.1278,159967.XSHE:1.9594,159949.XSHE:1.8615,513500.XSHG:1.6022,512170.XSHG:1.4588,159928.XSHE:1.4092,513520.XSHG:1.3487,159915.XSHE:1.2747,513030.XSHG:1.0017,159980.XSHE:0.9785",512690
2020-05-07,2020-05-07,13:10:00,512690,512690.XSHG,"512690.XSHG:2.2466,159967.XSHE:2.2343,159949.XSHE:2.1804,513500.XSHG:1.5676,512170.XSHG:1.5344,159915.XSHE:1.5018,159928.XSHE:1.4066,513520.XSHG:1.2742,512010.XSHG:0.9694,159980.XSHE:0.9535",512690
2020-05-08,2020-05-08,13:10:00,512690,512690.XSHG,"512690.XSHG:2.5403,159967.XSHE:2.4591,159949.XSHE:2.4530,159915.XSHE:1.6941,513500.XSHG:1.5471,512170.XSHG:1.5444,159928.XSHE:1.3843,513520.XSHG:1.3394,515050.XSHG:1.1258,512010.XSHG:1.0065",512690
2020-05-11,2020-05-11,13:10:00,512690,512690.XSHG,"512690.XSHG:2.6243,159967.XSHE:2.3013,159949.XSHE:2.2324,159915.XSHE:1.5674,513520.XSHG:1.4859,513500.XSHG:1.4720,515050.XSHG:1.3632,159995.XSHE:1.2160,512170.XSHG:1.2076,159928.XSHE:1.1989",512690
2020-05-12,2020-05-12,13:10:00,512690,512690.XSHG,"512690.XSHG:2.6532,159967.XSHE:2.1990,159949.XSHE:1.9591,513520.XSHG:1.5334,515050.XSHG:1.4585,159915.XSHE:1.4218,513500.XSHG:1.2987,159995.XSHE:1.2687,159928.XSHE:1.1081,512480.XSHG:1.0926",512690
2020-05-13,2020-05-13,13:10:00,512690,512690.XSHG,"512690.XSHG:3.0596,159967.XSHE:2.3870,159949.XSHE:2.0117,159995.XSHE:1.8625,515050.XSHG:1.7300,512480.XSHG:1.5802,159915.XSHE:1.4948,513520.XSHG:1.3479,512170.XSHG:1.1930,159928.XSHE:1.1452",512690
2020-05-14,2020-05-14,13:10:00,512690,512690.XSHG,"512690.XSHG:3.4293,159995.XSHE:2.8033,159967.XSHE:2.4842,512480.XSHG:2.3073,515050.XSHG:2.2564,159949.XSHE:1.9780,159915.XSHE:1.4812,512170.XSHG:1.2179,513520.XSHG:1.1383,515030.XSHG:1.1235",512690
2020-05-15,2020-05-15,13:10:00,159995,159995.XSHE,"159995.XSHE:4.1421,513100.XSHG:4.1351,512480.XSHG:3.3696,512690.XSHG:3.3690,515050.XSHG:2.6129,159967.XSHE:2.4505,159949.XSHE:1.8544,159915.XSHE:1.3658,515030.XSHG:1.1710,512170.XSHG:1.1176",159995
2020-05-18,2020-05-18,13:10:00,512480,512480.XSHG,"512480.XSHG:4.3661,512690.XSHG:3.8682,513100.XSHG:3.1798,159967.XSHE:2.6136,159949.XSHE:1.7694,159915.XSHE:1.3336,515030.XSHG:1.2447,512170.XSHG:1.2213,512670.XSHG:1.1833,512710.XSHG:1.0421",512480
2020-05-19,2020-05-19,13:10:00,513100,513100.XSHG,"513100.XSHG:2.6735,513520.XSHG:0.8207,518880.XSHG:0.4725,159980.XSHE:0.4719,161226.XSHE:0.4211,513500.XSHG:0.2940,513030.XSHG:0.0443",513100
2020-05-20,2020-05-20,13:10:00,512690,512690.XSHG,"512690.XSHG:4.4172,159967.XSHE:2.7606,513100.XSHG:2.3462,512670.XSHG:1.5941,515030.XSHG:1.5423,159949.XSHE:1.5388,159915.XSHE:1.2796,512170.XSHG:1.2786,512710.XSHG:1.2631,159928.XSHE:0.9714",512690
2020-05-21,2020-05-21,13:10:00,513100,513100.XSHG,"513100.XSHG:1.9026,161226.XSHE:1.3148,513520.XSHG:0.8447,518880.XSHG:0.6103,159980.XSHE:0.5772,513500.XSHG:0.3494,513030.XSHG:0.1527",513100
2020-05-22,2020-05-22,13:10:00,161226,161226.XSHE,"161226.XSHE:1.4733,513520.XSHG:0.7407,518880.XSHG:0.5761,513500.XSHG:0.2882,513030.XSHG:0.1434",161226
2020-05-25,2020-05-25,13:10:00,161226,161226.XSHE,"161226.XSHE:2.0386,513520.XSHG:0.7594,518880.XSHG:0.6490,159980.XSHE:0.4335,513500.XSHG:0.3128,513030.XSHG:0.2328",161226
2020-05-26,2020-05-26,13:10:00,161226,161226.XSHE,"161226.XSHE:2.6083,513520.XSHG:0.9779,518880.XSHG:0.6700,513030.XSHG:0.4732,513500.XSHG:0.4172,159980.XSHE:0.3806",161226
2020-05-27,2020-05-27,13:10:00,161226,161226.XSHE,"161226.XSHE:3.1912,513520.XSHG:1.1582,513030.XSHG:0.7222,513100.XSHG:0.5585,513500.XSHG:0.5085,159980.XSHE:0.3631,159985.XSHE:0.0055",161226
2020-05-28,2020-05-28,13:10:00,161226,161226.XSHE,"161226.XSHE:3.7475,513520.XSHG:1.5084,513030.XSHG:1.1197,513500.XSHG:0.6944,513100.XSHG:0.4312,159980.XSHE:0.3170,159985.XSHE:0.0256",161226
2020-05-29,2020-05-29,13:10:00,161226,161226.XSHE,"161226.XSHE:4.0486,513520.XSHG:1.8724,513030.XSHG:1.5476,513500.XSHG:0.8424,159980.XSHE:0.3126,513100.XSHG:0.3111,159985.XSHE:0.0336",161226
2020-06-01,2020-06-01,13:10:00,161226,161226.XSHE,"161226.XSHE:4.9436,513520.XSHG:2.0261,513030.XSHG:1.9539,513500.XSHG:0.8821,518880.XSHG:0.4783,159980.XSHE:0.3351,513100.XSHG:0.1896,159985.XSHE:0.0472",161226
2020-06-02,2020-06-02,13:10:00,512690,512690.XSHG,"512690.XSHG:2.8435,513030.XSHG:2.4584,513520.XSHG:2.3054,513500.XSHG:0.8728,159981.XSHE:0.7139,512170.XSHG:0.5218,515030.XSHG:0.4781,518880.XSHG:0.4351,159980.XSHE:0.3468,159967.XSHE:0.2801",512690
2020-06-03,2020-06-03,13:10:00,513030,513030.XSHG,"513030.XSHG:3.1677,513520.XSHG:2.5758,512690.XSHG:2.5705,513500.XSHG:0.9566,159981.XSHE:0.7085,512170.XSHG:0.5889,515030.XSHG:0.5473,518880.XSHG:0.3815,159980.XSHE:0.3728,159967.XSHE:0.2697",513030
2020-06-04,2020-06-04,13:10:00,161226,161226.XSHE,"161226.XSHE:4.7313,513030.XSHG:4.0670,512690.XSHG:2.6764,513520.XSHG:2.6764,513500.XSHG:1.0130,515030.XSHG:0.6176,159981.XSHE:0.5865,512170.XSHG:0.5392,159980.XSHE:0.3667,518880.XSHG:0.2761",161226
2020-06-05,2020-06-05,13:10:00,161226,161226.XSHE,"161226.XSHE:3.8706,513520.XSHG:2.8357,512690.XSHG:2.7552,513500.XSHG:1.0854,515030.XSHG:0.6490,512170.XSHG:0.5414,159981.XSHE:0.5243,159980.XSHE:0.4045,159985.XSHE:0.3445,159992.XSHE:0.2635",161226
2020-06-08,2020-06-08,13:10:00,513520,513520.XSHG,"513520.XSHG:3.0342,161226.XSHE:2.9977,512690.XSHG:2.8705,513500.XSHG:1.3145,515030.XSHG:0.8033,159981.XSHE:0.5453,512170.XSHG:0.4975,159980.XSHE:0.4857,159985.XSHE:0.3712,159928.XSHE:0.3046",513520
2020-06-09,2020-06-09,13:10:00,513520,513520.XSHG,"513520.XSHG:3.3020,512690.XSHG:2.9736,161226.XSHE:2.2038,513500.XSHG:1.6241,515030.XSHG:0.8789,159980.XSHE:0.5678,159981.XSHE:0.5155,512170.XSHG:0.4568,159985.XSHE:0.3568,159928.XSHE:0.3398",513520
2020-06-10,2020-06-10,13:10:00,513520,513520.XSHG,"513520.XSHG:3.7005,512690.XSHG:2.9197,513500.XSHG:2.0502,161226.XSHE:1.6851,515030.XSHG:1.1232,159980.XSHE:0.6631,159981.XSHE:0.4785,512170.XSHG:0.4601,159928.XSHE:0.3742,159985.XSHE:0.3625",513520
2020-06-11,2020-06-11,13:10:00,513520,513520.XSHG,"513520.XSHG:3.5826,512690.XSHG:2.7989,513500.XSHG:2.0186,515030.XSHG:1.5526,161226.XSHE:1.2805,159980.XSHE:0.7727,513090.XSHG:0.5755,512170.XSHG:0.4952,159981.XSHE:0.4803,159992.XSHE:0.4203",513520
2020-06-12,2020-06-12,13:10:00,513520,513520.XSHG,"513520.XSHG:2.8027,512690.XSHG:2.4756,515030.XSHG:1.5752,513500.XSHG:1.4423,161226.XSHE:0.7982,159980.XSHE:0.7662,513090.XSHG:0.5547,512170.XSHG:0.5441,159992.XSHE:0.4698,512010.XSHG:0.4502",513520
2020-06-15,2020-06-15,13:10:00,512690,512690.XSHG,"512690.XSHG:2.0699,513520.XSHG:1.9511,515030.XSHG:1.8449,159980.XSHE:0.7959,512170.XSHG:0.7219,159949.XSHE:0.6918,159992.XSHE:0.5993,513090.XSHG:0.5941,512010.XSHG:0.5915,159967.XSHE:0.5309",512690
2020-06-16,2020-06-16,13:10:00,513030,513030.XSHG,"513030.XSHG:4.9584,515030.XSHG:1.9505,512690.XSHG:1.7643,513520.XSHG:1.5892,512170.XSHG:0.8938,159949.XSHE:0.8750,159980.XSHE:0.8380,159992.XSHE:0.7207,512980.XSHG:0.7122,512010.XSHG:0.7036",513030
2020-06-17,2020-06-17,13:10:00,513030,513030.XSHG,"513030.XSHG:3.9737,515030.XSHG:2.0192,512690.XSHG:1.3975,513520.XSHG:1.3744,512170.XSHG:1.2531,159949.XSHE:1.1634,159992.XSHE:1.0047,512980.XSHG:1.0040,512010.XSHG:0.9611,159980.XSHE:0.8861",513030
2020-06-18,2020-06-18,13:10:00,513030,513030.XSHG,"513030.XSHG:3.1867,515030.XSHG:2.1641,159949.XSHE:1.5194,512980.XSHG:1.3655,159992.XSHE:1.2483,512010.XSHG:1.2310,513520.XSHG:1.2142,512690.XSHG:1.1807,159915.XSHE:1.1617,159967.XSHE:1.0728",513030
2020-06-19,2020-06-19,13:10:00,515030,515030.XSHG,"515030.XSHG:2.5463,513030.XSHG:2.3049,512170.XSHG:2.1558,159949.XSHE:2.0854,512980.XSHG:1.7505,512010.XSHG:1.7466,159992.XSHE:1.7002,159915.XSHE:1.5683,159967.XSHE:1.5030,512690.XSHG:1.1930",515030
2020-06-22,2020-06-22,13:10:00,515030,515030.XSHG,"515030.XSHG:3.0745,159949.XSHE:2.8124,512170.XSHG:2.5950,512010.XSHG:2.2595,159992.XSHE:2.1349,159915.XSHE:2.0612,512980.XSHG:1.9867,159967.XSHE:1.9362,513030.XSHG:1.6004,515050.XSHG:1.5453",515030
2020-06-23,2020-06-23,13:10:00,159949,159949.XSHE,"159949.XSHE:3.5397,512170.XSHG:3.4945,515030.XSHG:3.2116,512010.XSHG:3.0717,159992.XSHE:2.8642,159915.XSHE:2.6055,159967.XSHE:2.5204,512980.XSHG:2.3826,515050.XSHG:2.0577,513090.XSHG:1.6544",159949
2020-06-24,2020-06-24,13:10:00,159949,159949.XSHE,"159949.XSHE:4.5086,512170.XSHG:4.2694,512010.XSHG:3.7494,515030.XSHG:3.4888,159992.XSHE:3.4614,159915.XSHE:3.3017,159967.XSHE:3.2747,515050.XSHG:2.9031,512980.XSHG:2.7824,513090.XSHG:2.0347",159949
2020-06-29,2020-06-29,13:10:00,512010,512010.XSHG,"512010.XSHG:4.6351,159992.XSHE:4.2900,159967.XSHE:3.9611,159915.XSHE:3.8083,515030.XSHG:3.6509,515050.XSHG:3.3463,512980.XSHG:2.7966,513090.XSHG:1.9794,512690.XSHG:1.6434,159998.XSHE:1.4302",512010
2020-06-30,2020-06-30,13:10:00,159967,159967.XSHE,"159967.XSHE:4.8103,159915.XSHE:4.5205,515050.XSHG:4.1239,515030.XSHG:3.7242,512980.XSHG:2.9772,512690.XSHG:2.0084,159998.XSHE:1.8012,510500.XSHG:1.4641,512100.XSHG:1.4368,159928.XSHE:1.3730",159967
2020-07-01,2020-07-01,13:10:00,159967,159967.XSHE,"159967.XSHE:4.9894,159915.XSHE:4.7316,515050.XSHG:4.3570,515030.XSHG:3.4493,512980.XSHG:2.8572,512690.XSHG:2.5353,159998.XSHE:2.0074,159928.XSHE:1.6452,515980.XSHG:1.4814,510500.XSHG:1.4426",159967
2020-07-02,2020-07-02,13:10:00,159915,159915.XSHE,"159915.XSHE:4.6213,159967.XSHE:4.4772,515050.XSHG:4.3229,512690.XSHG:3.4190,515030.XSHG:2.9780,512980.XSHG:2.6713,512880.XSHG:2.4197,159998.XSHE:2.2521,159928.XSHE:2.0749,513090.XSHG:1.9678",159915
