date,value_ths,positions_ths,positions_raw_ths,value_jq,positions_jq,positions_raw_jq,same_position_symbol
2021-08-13,1961556.68,['515220'],515220.SH:1008000:1957536.00,2006341.77,['515220'],515220.XSHG:1031000:2002202.00,True
2021-08-16,1969171.12,['513500'],513500.SH:720800:1964180.00,2011535.01,['513500'],513500.XSHG:736700:2007507.50,True
2021-08-17,1973489.5,['513500'],513500.SH:721000:1969051.00,2015950.91,['513500'],513500.XSHG:736600:2011654.60,True
2021-08-18,1972047.5,['513500'],513500.SH:721000:1967609.00,2014473.11,['513500'],513500.XSHG:736700:2010454.30,True
2021-08-19,1946914.84,['511880'],511880.SH:19000:1927930.00,1988892.39,['511880'],511880.XSHG:19500:1978665.00,True
2021-08-20,1947294.84,['511880'],511880.SH:19000:1928310.00,1989282.39,['511880'],511880.XSHG:19500:1979055.00,True
2021-08-23,1950172.75,['513500'],513500.SH:710700:1945896.60,1992341.53,['513500'],513500.XSHG:726200:1988335.60,True
2021-08-24,1960833.25,['513500'],513500.SH:710700:1956557.10,2003229.53,['513500'],513500.XSHG:726100:1998953.30,True
2021-08-25,1992032.13,['515220'],515220.SH:993500:1989980.50,2036599.31,['515220'],515220.XSHG:1014800:2032644.40,True
2021-08-26,2061596.03,['515220'],515220.SH:992500:2057452.50,2107635.31,['515220'],515220.XSHG:1014600:2103265.80,True
2021-08-27,2069968.36,['513500'],513500.SH:751600:2065396.80,2115389.09,['513500'],513500.XSHG:768200:2111013.60,True
2021-08-30,2077484.36,['513500'],513500.SH:751600:2072912.80,2123071.09,['513500'],513500.XSHG:768200:2118695.60,True
2021-08-31,2139729.06,['512400'],512400.SH:1278700:2136707.70,2234010.08,['516150'],516150.XSHG:1307700:2229628.50,False
2021-09-01,2030884.23,['513100'],513100.SH:389800:2026960.00,2142158.05,['513100'],513100.XSHG:411100:2137720.00,True
2021-09-02,2028155.63,['513100'],513100.SH:389800:2024231.40,2139280.35,['513100'],513100.XSHG:411100:2134842.30,True
2021-09-03,2023867.83,['513100'],513100.SH:389800:2019943.60,2134758.25,['513100'],513100.XSHG:411100:2130320.20,True
2021-09-06,2028935.23,['513100'],513100.SH:389800:2025011.00,2140102.55,['513100'],513100.XSHG:411100:2135664.50,True
2021-09-07,2038869.67,['510880'],510880.SH:620100:2033928.00,2150556.85,['510880'],510880.XSHG:654400:2146432.00,True
2021-09-08,2061189.16,['510880'],510880.SH:620200:2056583.20,2174109.35,['510880'],510880.XSHG:654300:2169658.80,True
2021-09-09,2122829.7,['512890'],512890.SH:582200:1015356.80,2248604.76,['512890'],512890.XSHG:1286900:2244353.60,True
2021-09-10,2111385.24,['512890'],512890.SH:1218700:2107132.30,2256325.57,['516150'],516150.XSHG:1313100:2251966.50,False
2021-09-13,2169011.58,"['512400', '512890']",512400.SH:447200:766948.00|512890.SH:790200:1401024.60,2294350.05,['512400'],512400.XSHG:1335200:2289868.00,False
2021-09-14,2109379.04,"['512400', '512890']",512400.SH:938400:1552113.60|512890.SH:320600:557202.80,2212901.05,['512400'],512400.XSHG:1335100:2208255.40,False
2021-09-15,2114278.91,['159869'],159869.SZ:2244600:2109924.00,2217409.7,['159869'],159869.XSHE:2354400:2213136.00,True
2021-09-16,2102429.04,['513520'],513520.SH:1163900:1521217.30,2204185.0,['513520'],513520.XSHG:1683200:2199942.40,True
2021-09-17,2108601.44,['513520'],513520.SH:1603200:2103398.40,2212596.2,['513520'],513520.XSHG:1683000:2208096.00,True
2021-09-22,2073785.66,"['501018', '513520']",501018.SH:1417600:1195036.80|513520.SH:423300:544787.10,2177823.5,['501018'],501018.XSHG:2578500:2173675.50,False
2021-09-23,2090177.79,['501018'],501018.SH:2449900:2084864.90,2198446.5,['501018'],501018.XSHG:2578200:2194048.20,True
2021-09-24,2117121.64,['501018'],501018.SH:2451000:2112762.00,2226801.7,['501018'],501018.XSHG:2578100:2222322.20,True
2021-09-27,2151435.64,['501018'],501018.SH:2451000:2147076.00,2262890.3,['501018'],501018.XSHG:2578000:2258328.00,True
2021-09-28,2188200.64,['501018'],501018.SH:2451000:2183841.00,2301555.0,['501018'],501018.XSHG:2577900:2296908.90,True
2021-09-29,2134278.64,['501018'],501018.SH:2451000:2129919.00,2244836.1,['501018'],501018.XSHG:2578000:2240282.00,True
2021-09-30,2136729.64,['501018'],501018.SH:2451000:2132370.00,2247414.1,['501018'],501018.XSHG:2578000:2242860.00,True
2021-10-08,2254372.54,['501018'],501018.SH:2450900:2249926.20,2371152.9,['501018'],501018.XSHG:2577800:2366420.40,True
2021-10-11,2298483.83,['501018'],501018.SH:2450800:2293948.80,2417548.5,['501018'],501018.XSHG:2577600:2412633.60,True
2021-10-12,2291131.43,['501018'],501018.SH:2450800:2286596.40,2409815.7,['501018'],501018.XSHG:2577600:2404900.80,True
2021-10-13,2288680.63,['501018'],501018.SH:2450800:2284145.60,2407238.1,['501018'],501018.XSHG:2577600:2402323.20,True
2021-10-14,2300934.63,['501018'],501018.SH:2450800:2296399.60,2420126.1,['501018'],501018.XSHG:2577600:2415211.20,True
2021-10-15,2330338.93,['501018'],501018.SH:2450700:2325714.30,2451057.3,['501018'],501018.XSHG:2577600:2446142.40,True
2021-10-18,2394586.69,"['159865', '501018']",159865.SZ:2776900:2224296.90|501018.SH:177500:170222.50,2527881.82,['159865'],159865.XSHE:3149900:2523069.90,False
2021-10-19,2504902.6,['159865'],159865.SZ:2972400:2499788.40,2653872.82,['159865'],159865.XSHE:3149300:2648561.30,True
2021-10-20,2457338.69,['159865'],159865.SZ:2972500:2452312.50,2603484.02,['159865'],159865.XSHE:3149300:2598172.50,True
2021-10-21,2432749.58,['159928'],159928.SZ:2111100:2429876.10,2583099.56,['159928'],159928.XSHE:2239900:2578124.90,True
2021-10-22,2475414.8,['501018'],501018.SH:1842200:1727983.60,2625158.05,['501018'],501018.XSHG:2793200:2620021.60,True
2021-10-25,2512147.47,['501018'],501018.SH:2616900:2506990.20,2681017.05,['501018'],501018.XSHG:2792900:2675598.20,True
2021-10-26,2485978.47,['501018'],501018.SH:2616900:2480821.20,2653088.05,['501018'],501018.XSHG:2792900:2647669.20,True
2021-10-27,2475510.87,['501018'],501018.SH:2616900:2470353.60,2641910.95,['501018'],501018.XSHG:2793000:2636592.00,True
2021-10-28,2436253.36,['501018'],501018.SH:2617100:2431285.90,2600011.55,['501018'],501018.XSHG:2793100:2594789.90,True
2021-10-29,2455557.39,"['501018', '513500']",501018.SH:1202800:1125820.80|513500.SH:481900:1329080.20,2620832.34,['513500'],513500.XSHG:948300:2615411.40,False
2021-11-01,2446360.28,['515790'],515790.SH:1309000:2439976.00,2623537.86,['515790'],515790.XSHG:1404700:2618360.80,True
2021-11-02,2384828.02,['515790'],515790.SH:1309700:2379724.90,2557516.96,['515790'],515790.XSHG:1404700:2552339.90,True
2021-11-03,2338741.49,['516520'],516520.SH:1140300:1281697.20,2514225.34,['516520'],516520.XSHG:2232600:2509442.40,True
2021-11-04,2371900.42,['516520'],516520.SH:2057500:2366125.00,2572266.74,['516520'],516520.XSHG:2232200:2567030.00,True
2021-11-05,2382175.18,['516520'],516520.SH:2058200:2377221.00,2583427.74,['516520'],516520.XSHG:2232200:2578191.00,True
2021-11-08,2376000.58,['516520'],516520.SH:2058200:2371046.40,2576731.14,['516520'],516520.XSHG:2232200:2571494.40,True
2021-11-09,2382175.18,['516520'],516520.SH:2058200:2377221.00,2583427.74,['516520'],516520.XSHG:2232200:2578191.00,True
2021-11-10,2362867.98,"['512670', '516520']",512670.SH:1135900:1294926.00|516520.SH:930200:1067869.60,2560594.58,['512670'],512670.XSHG:2241800:2555652.00,False
2021-11-11,2369225.61,['512670'],512670.SH:2071300:2363353.30,2562832.98,['512670'],512670.XSHG:2241600:2557665.60,True
2021-11-12,2460359.16,['512670'],512670.SH:2072000:2455320.00,2661457.78,['512670'],512670.XSHG:2241400:2656059.00,True
2021-11-15,2414819.39,['512660'],512660.SH:1687600:2413268.00,2618348.51,['512660'],512660.XSHG:1827500:2613325.00,True
2021-11-16,2318689.23,['512660'],512660.SH:1685400:2314054.20,2514179.21,['512660'],512660.XSHG:1827400:2509020.20,True
2021-11-17,2350838.32,['512980'],512980.SH:2954700:2346031.80,2549290.22,['512980'],512980.XSHG:3204500:2544373.00,True
2021-11-18,2269660.18,['515880'],515880.SH:2089400:2266999.00,2463760.62,['515880'],515880.XSHG:2266400:2459044.00,True
2021-11-19,2284432.26,['513100'],513100.SH:419500:2279143.50,2479574.44,['513100'],513100.XSHG:455500:2474731.50,True
2021-11-22,2306959.16,['512670'],512670.SH:1926600:2302287.00,2504279.67,['512670'],512670.XSHG:2091600:2499462.00,True
2021-11-23,2299712.81,['159869'],159869.SZ:2213100:2294984.70,2498761.55,['159869'],159869.XSHE:2405000:2493985.00,True
2021-11-24,2317417.61,['159869'],159869.SZ:2213100:2312689.50,2517995.35,['159869'],159869.XSHE:2404700:2512911.50,True
2021-11-25,2264325.19,['515880'],515880.SH:2037500:2259587.50,2458154.98,['515880'],515880.XSHG:2212300:2453440.70,True
2021-11-26,2235795.38,['515880'],515880.SH:2037600:2231172.00,2427177.38,['515880'],515880.XSHG:2212100:2422249.50,True
2021-11-29,2227644.98,['515880'],515880.SH:2037600:2223021.60,2418324.38,['515880'],515880.XSHG:2212200:2413510.20,True
2021-11-30,2252064.6,['516520'],516520.SH:1822800:2247512.40,2441458.65,['516150'],516150.XSHG:1471400:2436638.40,False
2021-12-01,2230370.57,['562800'],562800.SH:2246000:2228032.00,2416444.85,['516150'],516150.XSHG:1471400:2411624.60,False
2021-12-02,2248299.86,['562800'],562800.SH:2243900:2243900.00,2450686.83,['562800'],562800.XSHG:2446100:2446100.00,True
2021-12-03,2246201.8,['159985'],159985.SZ:1886900:2239750.30,2449038.45,['159985'],159985.XSHE:2059200:2444270.40,True
2021-12-06,2208356.7,['562800'],562800.SH:2251000:2203729.00,2405975.28,['562800'],562800.XSHG:2452800:2401291.20,True
2021-12-07,2124802.11,['159985'],159985.SZ:1813900:2118635.20,2313184.95,['159985'],159985.XSHE:1976600:2308668.80,True
2021-12-08,2117007.62,"['159980', '159985']",159980.SZ:1360300:1969714.40|159985.SZ:126100:147158.70,2304430.63,['159980'],159980.XSHE:1588400:2300003.20,False
2021-12-09,2127538.53,['562800'],562800.SH:2195600:2120949.60,2304626.22,['516150'],516150.XSHG:1424200:2300083.00,False
2021-12-10,2165766.67,['512690'],512690.SH:1550400:2159707.20,2320287.52,['516150'],516150.XSHG:1424100:2315586.60,False
2021-12-13,2179704.2,['512690'],512690.SH:1551400:2175062.80,2294528.36,['512690'],512690.XSHG:1633400:2290026.80,True
2021-12-14,2195218.2,['512690'],512690.SH:1551400:2190576.80,2310858.76,['512690'],512690.XSHG:1633200:2306078.40,True
2021-12-15,2165737.29,['512690'],512690.SH:1551500:2161239.50,2279823.66,['512690'],512690.XSHG:1633300:2275186.90,True
2021-12-16,2134703.68,['512690'],512690.SH:1551600:2130346.80,2247154.16,['512690'],512690.XSHG:1633400:2242658.20,True
2021-12-17,2083500.88,['512690'],512690.SH:1551600:2079144.00,2193251.96,['512690'],512690.XSHG:1633400:2188756.00,True
2021-12-20,2083142.0,['159985'],159985.SZ:1352500:1637877.50,2192640.32,['159985'],159985.XSHE:1807000:2188277.00,True
2021-12-21,2076572.66,['159985'],159985.SZ:1716900:2072298.30,2185407.62,['159985'],159985.XSHE:1806900:2180928.30,True
2021-12-22,2095458.56,['159985'],159985.SZ:1716900:2091184.20,2205283.52,['159985'],159985.XSHE:1806900:2200804.20,True
2021-12-23,2141814.86,['159985'],159985.SZ:1716900:2137540.50,2254069.82,['159985'],159985.XSHE:1806900:2249590.50,True
2021-12-24,2153833.16,['159985'],159985.SZ:1716900:2149558.80,2266713.02,['159985'],159985.XSHE:1806800:2262113.60,True
2021-12-27,2131513.46,['159985'],159985.SZ:1716900:2127239.10,2243219.92,['159985'],159985.XSHE:1806900:2238749.10,True
2021-12-28,2148682.46,['159985'],159985.SZ:1716900:2144408.10,2261283.52,['159985'],159985.XSHE:1806800:2256693.20,True
2021-12-29,2120348.18,['512980'],512980.SH:2631900:2113415.70,2228915.81,['512980'],512980.XSHG:2770400:2224631.20,True
2021-12-30,2218589.1,['159985'],159985.SZ:1464400:1815856.00,2330060.81,['159985'],159985.XSHE:1875400:2325496.00,True
2021-12-31,2191799.74,['513500'],513500.SH:759700:2187176.30,2294993.82,['513500'],513500.XSHG:795600:2290532.40,True
2022-01-04,2224005.51,['512980'],512980.SH:2493900:2222064.90,2330760.91,['512980'],512980.XSHG:2610900:2326311.90,True
2022-01-05,2213898.36,['159985'],159985.SZ:1750700:2209383.40,2320423.87,['159985'],159985.XSHE:1835200:2316022.40,True
2022-01-06,2168676.14,['501018'],501018.SH:1271000:1142629.00,2279150.49,['501018'],501018.XSHG:2530300:2274739.70,True
2022-01-07,2212179.92,['501018'],501018.SH:2376400:2207675.60,2355052.99,['501018'],501018.XSHG:2530000:2350370.00,True
2022-01-10,2186039.52,['501018'],501018.SH:2376400:2181535.20,2327222.99,['501018'],501018.XSHG:2530000:2322540.00,True
2022-01-11,2178910.32,['501018'],501018.SH:2376400:2174406.00,2319632.99,['501018'],501018.XSHG:2530000:2314950.00,True
2022-01-12,2219309.12,['501018'],501018.SH:2376400:2214804.80,2362638.19,['501018'],501018.XSHG:2529900:2357866.80,True
2022-01-13,2235943.92,['501018'],501018.SH:2376400:2231439.60,2380347.49,['501018'],501018.XSHG:2529900:2375576.10,True
2022-01-14,2240696.72,['501018'],501018.SH:2376400:2236192.40,2385407.29,['501018'],501018.XSHG:2529900:2380635.90,True
2022-01-17,2278719.12,['501018'],501018.SH:2376400:2274214.80,2425880.79,['501018'],501018.XSHG:2529800:2421018.60,True
2022-01-18,2307235.92,['501018'],501018.SH:2376400:2302731.60,2456232.89,['501018'],501018.XSHG:2529700:2451279.30,True
2022-01-19,2326242.02,['501018'],501018.SH:2376300:2321645.10,2476470.49,['501018'],501018.XSHG:2529700:2471516.90,True
2022-01-20,2328618.32,['501018'],501018.SH:2376300:2324021.40,2478995.19,['501018'],501018.XSHG:2529600:2473948.80,True
2022-01-21,2290597.52,['501018'],501018.SH:2376300:2286000.60,2438516.79,['501018'],501018.XSHG:2529700:2433571.40,True
2022-01-24,2328618.32,['501018'],501018.SH:2376300:2324021.40,2478987.09,['501018'],501018.XSHG:2529600:2473948.80,True
2022-01-25,2285158.96,"['501018', '518880']",501018.SH:844300:812216.60|518880.SH:401200:1472805.20,2429778.93,['518880'],518880.XSHG:660600:2425062.60,False
2022-01-26,2301642.55,['501018'],501018.SH:2363100:2296933.20,2443292.36,['501018'],501018.XSHG:2508900:2438650.80,True
2022-01-27,2322910.45,['501018'],501018.SH:2363100:2318201.10,2465867.86,['501018'],501018.XSHG:2508500:2460838.50,True
2022-01-28,2346541.45,['501018'],501018.SH:2363100:2341832.10,2490952.86,['501018'],501018.XSHG:2508500:2485923.50,True
2022-02-07,2441060.34,['501018'],501018.SH:2363000:2436253.00,2591287.66,['501018'],501018.XSHG:2508300:2586057.30,True
2022-02-08,2436334.34,['501018'],501018.SH:2363000:2431527.00,2586271.06,['501018'],501018.XSHG:2508300:2581040.70,True
2022-02-09,2389074.34,['501018'],501018.SH:2363000:2384267.00,2536099.56,['501018'],501018.XSHG:2508400:2530975.60,True
2022-02-10,2398526.34,['501018'],501018.SH:2363000:2393719.00,2546133.16,['501018'],501018.XSHG:2508400:2541009.20,True
2022-02-11,2392038.45,"['159985', '501018']",159985.SZ:651200:936425.60|501018.SH:1438300:1455559.60,2532805.2,['159985'],159985.XSHE:1757800:2527716.40,False
2022-02-14,2434858.45,['159985'],159985.SZ:1699900:2430857.00,2518742.8,['159985'],159985.XSHE:1757800:2513654.00,True
2022-02-15,2409358.41,['159985'],159985.SZ:1699400:2404651.00,2492375.8,['159985'],159985.XSHE:1757800:2487287.00,True
2022-02-16,2428695.89,['159980'],159980.SZ:1534900:2423607.10,2512629.26,['159980'],159980.XSHE:1588200:2507767.80,True
2022-02-17,2437461.69,['501018'],501018.SH:2373200:2432530.00,2521950.55,['501018'],501018.XSHG:2455700:2517092.50,True
2022-02-18,2413729.69,['501018'],501018.SH:2373200:2408798.00,2497387.75,['501018'],501018.XSHG:2455500:2492332.50,True
2022-02-21,2416102.89,['501018'],501018.SH:2373200:2411171.20,2499843.25,['501018'],501018.XSHG:2455500:2494788.00,True
2022-02-22,2501538.09,['501018'],501018.SH:2373200:2496606.40,2588235.65,['501018'],501018.XSHG:2455400:2583080.80,True
2022-02-23,2465940.09,['501018'],501018.SH:2373200:2461008.40,2551404.65,['501018'],501018.XSHG:2455400:2546249.80,True
2022-02-24,2635457.75,['562800'],562800.SH:2935400:2633053.80,2727648.91,['562800'],562800.XSHG:3035000:2722395.00,True
2022-02-25,2681849.32,['501018'],501018.SH:2482700:2673867.90,2773301.15,['501018'],501018.XSHG:2570000:2767890.00,True
2022-02-28,2716591.0,['501018'],501018.SH:2484900:2711025.90,2809277.35,['501018'],501018.XSHG:2569700:2803542.70,True
2022-03-01,2701681.6,['501018'],501018.SH:2484900:2696116.50,2793854.65,['501018'],501018.XSHG:2569800:2788233.00,True
2022-03-02,2904417.48,['512400'],512400.SH:2044000:2894304.00,2997012.81,['512400'],512400.XSHG:2112500:2991300.00,True
2022-03-03,2965576.73,['501018'],501018.SH:2341500:2959656.00,3060447.02,['501018'],501018.XSHG:2416700:3054708.80,True
2022-03-04,2803759.49,['159985'],159985.SZ:1865300:2797950.00,2893721.59,['159985'],159985.XSHE:1925400:2888100.00,True
2022-03-07,2945522.29,['159985'],159985.SZ:1865300:2939712.80,3040041.29,['159985'],159985.XSHE:1925100:3033957.60,True
2022-03-08,2990289.49,['159985'],159985.SZ:1865300:2984480.00,3086243.69,['159985'],159985.XSHE:1925100:3080160.00,True
2022-03-09,3035052.88,['159985'],159985.SZ:1865200:3029084.80,3132443.49,['159985'],159985.XSHE:1924900:3126037.60,True
2022-03-10,2958579.68,['159985'],159985.SZ:1865200:2952611.60,3053516.39,['159985'],159985.XSHE:1925000:3047275.00,True
2022-03-11,3008940.08,['159985'],159985.SZ:1865200:3002972.00,3105491.39,['159985'],159985.XSHE:1925000:3099250.00,True
2022-03-14,3035052.88,['159985'],159985.SZ:1865200:3029084.80,3132441.39,['159985'],159985.XSHE:1925000:3126200.00,True
2022-03-15,2954849.28,['159985'],159985.SZ:1865200:2948881.20,3049666.39,['159985'],159985.XSHE:1925000:3043425.00,True
2022-03-16,3008940.08,['159985'],159985.SZ:1865200:3002972.00,3105491.39,['159985'],159985.XSHE:1925000:3099250.00,True
2022-03-17,2999614.08,['159985'],159985.SZ:1865200:2993646.00,3095866.39,['159985'],159985.XSHE:1925000:3089625.00,True
2022-03-18,3066761.28,['159985'],159985.SZ:1865200:3060793.20,3165159.99,['159985'],159985.XSHE:1924900:3158760.90,True
2022-03-21,3076082.37,['159985'],159985.SZ:1865100:3069954.60,3174784.49,['159985'],159985.XSHE:1924900:3168385.40,True
2022-03-22,3171197.06,['159985'],159985.SZ:1865000:3164905.00,3272948.89,['159985'],159985.XSHE:1924800:3266385.60,True
2022-03-23,3171197.06,['159985'],159985.SZ:1865000:3164905.00,3272948.89,['159985'],159985.XSHE:1924800:3266385.60,True
2022-03-24,3152547.06,['159985'],159985.SZ:1865000:3146255.00,3253700.89,['159985'],159985.XSHE:1924800:3247137.60,True
2022-03-25,3128302.06,['159985'],159985.SZ:1865000:3122010.00,3228678.49,['159985'],159985.XSHE:1924800:3222115.20,True
2022-03-28,3077947.06,['159985'],159985.SZ:1865000:3071655.00,3176708.89,['159985'],159985.XSHE:1924800:3170145.60,True
2022-03-29,3058839.12,[],,3166525.52,['513100'],513100.XSHG:3231600:3160504.80,False
2022-03-30,3055297.82,['513100'],513100.SH:3083000:3052170.00,3205299.72,['513100'],513100.XSHG:3231200:3198888.00,True
2022-03-31,3033711.68,['513100'],513100.SH:3080100:3027738.30,3182681.32,['513100'],513100.XSHG:3231200:3176269.60,True
2022-04-01,3002910.68,['513100'],513100.SH:3080100:2996937.30,3150364.52,['513100'],513100.XSHG:3231300:3144054.90,True
2022-04-06,2984430.08,['513100'],513100.SH:3080100:2978456.70,3130976.72,['513100'],513100.XSHG:3231300:3124667.10,True
2022-04-07,2909925.79,['511880'],511880.SH:28700:2888368.00,3056168.67,['511880'],511880.XSHG:30200:3039328.00,True
2022-04-08,2910327.59,['511880'],511880.SH:28700:2888769.80,3056586.47,['511880'],511880.XSHG:30300:3049816.20,True
2022-04-11,2910528.49,['511880'],511880.SH:28700:2888970.70,3056798.57,['511880'],511880.XSHG:30300:3050028.30,True
2022-04-12,2910384.99,['511880'],511880.SH:28700:2888827.20,3056647.07,['511880'],511880.XSHG:30300:3049876.80,True
2022-04-13,2910528.49,['511880'],511880.SH:28700:2888970.70,3056798.57,['511880'],511880.XSHG:30300:3050028.30,True
2022-04-14,2915009.67,['159980'],159980.SZ:1697200:2907303.60,3059845.02,['159980'],159980.XSHE:1782800:3053936.40,True
2022-04-15,2938770.79,['159980'],159980.SZ:1698100:2932618.70,3084798.02,['159980'],159980.XSHE:1782600:3078550.20,True
2022-04-18,2950657.49,['159980'],159980.SZ:1698100:2944505.40,3097276.22,['159980'],159980.XSHE:1782600:3091028.40,True
2022-04-19,2969336.59,['159980'],159980.SZ:1698100:2963184.50,3116881.42,['159980'],159980.XSHE:1782500:3110462.50,True
2022-04-20,2947261.29,['159980'],159980.SZ:1698100:2941109.20,3093702.62,['159980'],159980.XSHE:1782600:3087463.20,True
2022-04-21,2952367.0,['518880'],518880.SH:748500:2946844.50,3100157.41,['518880'],518880.XSHG:785800:3093694.60,True
2022-04-22,2962840.58,['518880'],518880.SH:748400:2956928.40,3111158.61,['518880'],518880.XSHG:785800:3104695.80,True
2022-04-25,2937955.74,['511880'],511880.SH:29000:2920561.00,3085184.37,['511880'],511880.XSHG:30500:3071624.50,True
2022-04-26,2938245.74,['511880'],511880.SH:29000:2920851.00,3085489.37,['511880'],511880.XSHG:30500:3071929.50,True
2022-04-27,2938448.74,['511880'],511880.SH:29000:2921054.00,3085702.87,['511880'],511880.XSHG:30500:3072143.00,True
2022-04-28,2939144.74,['511880'],511880.SH:29000:2921750.00,3086434.87,['511880'],511880.XSHG:30500:3072875.00,True
2022-04-29,2930483.77,['518880'],518880.SH:741800:2924175.60,3077522.84,['518880'],518880.XSHG:779200:3071606.40,True
2022-05-05,2921364.83,['511880'],511880.SH:28800:2902147.20,3067318.46,['511880'],511880.XSHG:30300:3053300.70,True
2022-05-06,2922084.83,['511880'],511880.SH:28800:2902867.20,3068075.96,['511880'],511880.XSHG:30300:3054058.20,True
2022-05-09,2901832.03,['501018'],501018.SH:2175700:2898032.40,3049216.29,['501018'],501018.XSHG:2284800:3043353.60,True
2022-05-10,2748819.8,['511880'],511880.SH:27100:2731896.80,2888675.03,['511880'],511880.XSHG:28600:2883108.80,True
2022-05-11,2748765.6,['511880'],511880.SH:27100:2731842.60,2888612.43,['511880'],511880.XSHG:28500:2872971.00,True
2022-05-12,2748955.3,['511880'],511880.SH:27100:2732032.30,2888811.93,['511880'],511880.XSHG:28500:2873170.50,True
2022-05-13,2729838.79,['501018'],501018.SH:2077900:2728282.70,2873261.08,['501018'],501018.XSHG:2184100:2867723.30,True
2022-05-16,2763051.0,['501018'],501018.SH:2075000:2757675.00,2908199.48,['501018'],501018.XSHG:2183900:2902403.10,True
2022-05-17,2837744.98,['501018'],501018.SH:2074800:2832102.00,2986814.08,['501018'],501018.XSHG:2183700:2980750.50,True
2022-05-18,2792099.38,['501018'],501018.SH:2074800:2786456.40,2938767.68,['501018'],501018.XSHG:2183800:2932843.40,True
2022-05-19,2758902.58,['501018'],501018.SH:2074800:2753259.60,2903826.88,['501018'],501018.XSHG:2183800:2897902.60,True
2022-05-20,2744378.98,['501018'],501018.SH:2074800:2738736.00,2888535.18,['501018'],501018.XSHG:2183900:2882748.00,True
2022-05-23,2788937.42,"['501018', '512670']",501018.SH:724000:962920.00|512670.SH:2128200:1825995.60,2951292.72,['512670'],512670.XSHG:3433100:2945599.80,False
2022-05-24,2716913.3,['515790'],515790.SH:1996500:2711247.00,2875168.56,['515790'],515790.XSHG:2113100:2869589.80,True
2022-05-25,2736550.03,['501018'],501018.SH:931100:1240225.20,2889174.55,['501018'],501018.XSHG:2164900:2883646.80,True
2022-05-26,2752693.77,['501018'],501018.SH:2041800:2748262.80,2919476.95,['501018'],501018.XSHG:2164600:2913551.60,True
2022-05-27,2813945.92,['501018'],501018.SH:2041000:2808416.00,2984410.35,['501018'],501018.XSHG:2164500:2978352.00,True
2022-05-30,2830269.21,['501018'],501018.SH:2040900:2824605.60,3001726.35,['501018'],501018.XSHG:2164500:2995668.00,True
2022-05-31,2899096.1,"['159755', '501018']",159755.SZ:2770800:2801278.80|501018.SH:69100:97776.50,3075188.0,['159755'],159755.XSHE:3035900:3069294.90,False
2022-06-01,2944096.0,['516520'],516520.SH:3275500:2941399.00,3134725.72,['516520'],516520.XSHG:3484000:3128632.00,True
2022-06-02,3004722.05,['515220'],515220.SH:1255100:2998433.90,3199512.34,['515220'],515220.XSHG:1336700:3193376.30,True
2022-06-06,3106385.15,['515220'],515220.SH:1255100:3100097.00,3307772.64,['515220'],515220.XSHG:1336500:3301155.00,True
2022-06-07,3130440.44,['516520'],516520.SH:3309500:3124168.00,3337742.94,['516520'],516520.XSHG:3529000:3331376.00,True
2022-06-08,3146987.94,['516520'],516520.SH:3309500:3140715.50,3355377.84,['516520'],516520.XSHG:3528700:3348736.30,True
2022-06-09,2977132.12,['159605'],159605.SZ:3482900:2974396.60,3178294.68,['159605'],159605.XSHE:3714400:3172097.60,True
2022-06-10,3029980.84,['512400'],512400.SH:2353200:3021508.80,3232496.58,['512400'],512400.XSHG:2512700:3226306.80,True
2022-06-13,3067692.67,['513180'],513180.SH:5162700:3066643.80,3281117.73,['513180'],513180.XSHG:5513200:3274840.80,True
2022-06-14,3169678.38,['516520'],516520.SH:3251300:3163514.90,3384853.54,['516520'],516520.XSHG:3472400:3378645.20,True
2022-06-15,3114405.47,['516520'],516520.SH:3251100:3108051.60,3325829.74,['516520'],516520.XSHG:3471800:3319040.80,True
2022-06-16,3095605.34,['513180'],513180.SH:5280800:3089268.00,3306076.64,['513180'],513180.XSHG:5640400:3299634.00,True
2022-06-17,3184834.24,['516520'],516520.SH:3280200:3178513.80,3401720.93,['516520'],516520.XSHG:3503900:3395279.10,True
2022-06-20,3217631.04,['516520'],516520.SH:3280100:3211217.90,3436753.93,['516520'],516520.XSHG:3503400:3429828.60,True
2022-06-21,3187566.77,['512400'],512400.SH:2504800:3178591.20,3402303.6,['512400'],512400.XSHG:2675900:3395717.10,True
2022-06-22,3175797.15,['515790'],515790.SH:1992000:3171264.00,3392224.27,['515790'],515790.XSHG:2126700:3385706.40,True
2022-06-23,3229555.17,['515790'],515790.SH:1990900:3223267.10,3449636.57,['515790'],515790.XSHG:2126500:3442803.50,True
2022-06-24,3327855.25,['159915'],159915.SZ:1212900:3320920.20,3554988.64,['159915'],159915.XSHE:1295900:3548174.20,True
2022-06-27,3340833.64,['159605'],159605.SZ:3733500:3337749.00,3573202.3,['159605'],159605.XSHE:3989200:3566344.80,True
2022-06-28,3280335.97,['562500'],562500.SH:1225200:1042645.20,3525507.25,['562500'],562500.XSHG:4134900:3518799.90,True
2022-06-29,3205604.78,['516520'],516520.SH:3142500:3199065.00,3388161.01,['516520'],516520.XSHG:3321800:3381592.40,True
2022-06-30,3237915.38,['512690'],512690.SH:3463300:3231258.90,3425963.33,['512690'],512690.XSHG:3664900:3419351.70,True
2022-07-01,3213667.67,['512690'],512690.SH:3463400:3207108.40,3400303.03,['512690'],512690.XSHG:3664700:3393512.20,True
